ds,dan,temp,r_hum,co_2,aqi_i,temp_e,r_hum_e,press,wind_s,wind_a,aqi_e
2020-12-28 01:00:00,1.0,26.262566666666668,40.97641333333333,728.5989,67.94184,2.41,100.0,998.0,7.2,130.0,60.666666666666664
2020-12-28 02:00:00,1.0,25.98476666666667,40.775906666666664,675.3255333333333,65.81007333333334,2.89,100.0,998.0,4.6,120.0,52.0
2020-12-28 03:00:00,1.0,25.831253333333333,40.65813,659.0292666666667,64.53817,2.885,96.5,999.0,5.4,155.0,40.333333333333336
2020-12-28 04:00:00,1.0,25.716143333333335,40.52791666666667,642.4459,64.22410666666667,4.11,90.66666666666667,999.0,7.7,150.0,21.0
2020-12-28 05:00:00,1.0,25.571363333333334,40.35433333333334,638.1126,64.12867666666666,5.0,84.0,999.0,5.633333333333333,100.0,11.666666666666666
2020-12-28 06:00:00,1.0,25.554466666666666,40.486063333333334,747.3566333333333,62.868203333333334,2.8466666666666662,86.66666666666667,999.3333333333334,1.7,106.66666666666667,9.0
2020-12-28 07:00:00,1.0,26.634853333333336,41.07278,1245.1126666666667,65.36073666666665,1.5,100.0,1000.0,0.75,0.0,11.0
2020-12-28 08:00:00,1.0,27.346950000000003,41.54646,1551.0600000000002,72.46731000000001,1.0,100.0,1000.0,1.7,40.0,21.0
2020-12-28 09:00:00,1.0,26.403476666666666,39.45038666666667,609.5225666666666,68.62482,1.0,100.0,1000.0,1.7,40.0,NaN
2020-12-28 10:00:00,1.0,25.66453,39.39606333333333,490.1822,65.82620666666668,1.0,100.0,1000.0,1.7,40.0,NaN
2020-12-28 11:00:00,1.0,25.226053333333336,39.17882,403.55556666666666,63.43202666666667,1.0,100.0,1000.0,1.7,40.0,NaN
2020-12-28 12:00:00,1.0,24.870546666666666,38.97929666666667,400.0,62.599606666666666,1.0,100.0,1000.0,1.7,40.0,NaN
2020-12-28 13:00:00,1.0,24.97337333333333,39.55087666666666,430.2692333333334,64.94609666666666,10.5,63.0,997.0,6.7,65.0,17.666666666666668
2020-12-28 14:00:00,1.0,26.33501,40.648270000000004,604.5547666666666,64.85106666666667,8.94,59.0,996.0,9.75,140.0,19.666666666666668
2020-12-28 15:00:00,1.0,26.92052,40.49081,613.6614666666666,65.05027333333334,8.94,59.0,996.0,9.75,140.0,NaN
2020-12-28 16:00:00,1.0,25.95262333333333,38.78487666666667,400.0,64.38995666666666,8.94,59.0,996.0,9.75,140.0,NaN
2020-12-28 17:00:00,1.0,25.397139999999997,38.65891666666667,400.0,63.883923333333335,8.94,59.0,996.0,9.75,140.0,NaN
2020-12-28 18:00:00,1.0,26.23597,39.780393333333336,670.5329666666667,66.97650666666668,8.94,66.0,995.0,13.4,180.0,10.0
2020-12-28 19:00:00,1.0,27.472196666666665,40.40085333333334,825.7788999999999,67.40612666666668,8.94,76.0,994.0,13.233333333333334,176.66666666666666,37.333333333333336
2020-12-28 20:00:00,1.0,28.26265666666667,40.53527666666667,917.0485,68.57922,8.206666666666665,79.66666666666667,994.0,13.066666666666668,170.0,47.0
2020-12-28 21:00:00,1.0,28.807426666666668,40.44927666666667,1039.6781,69.58777,8.78,83.0,992.6666666666666,12.333333333333334,156.66666666666666,43.0
2020-12-28 22:00:00,1.0,29.25435333333333,40.315113333333336,1104.69,72.37929666666668,8.94,78.5,991.5,11.8,155.0,25.666666666666668
2020-12-28 23:00:00,1.0,28.356553333333334,38.62196333333333,558.6974,77.03803333333333,8.206666666666665,81.66666666666667,991.0,10.966666666666669,153.33333333333334,37.666666666666664
2020-12-29 00:00:00,2.0,27.687006666666665,38.39301666666666,474.3259,73.65547333333332,7.89,93.0,991.3333333333334,8.433333333333334,146.66666666666666,35.0
2020-12-29 01:00:00,2.0,27.402886666666664,38.236853333333336,465.3033333333333,73.83221666666667,8.62,87.33333333333333,991.6666666666666,6.7,166.66666666666666,35.0
2020-12-29 02:00:00,2.0,27.1635,38.07774666666666,456.1585,72.97353666666665,5.640000000000001,92.0,994.3333333333334,6.033333333333334,260.0,35.0
2020-12-29 03:00:00,2.0,26.9085,37.975590000000004,451.6656,70.99406333333333,5.0,100.0,997.3333333333334,3.3000000000000003,173.33333333333334,34.666666666666664
2020-12-29 04:00:00,2.0,26.656456666666667,37.881139999999995,448.44223333333326,72.61550333333334,6.510000000000001,83.33333333333333,998.0,6.166666666666667,190.0,35.333333333333336
2020-12-29 05:00:00,2.0,26.377796666666665,37.81509,443.47333333333336,70.95745,8.0,62.0,998.5,6.3999999999999995,220.0,25.0
2020-12-29 06:00:00,2.0,26.171276666666667,37.90233666666666,472.56256666666667,71.19675666666667,6.5,62.0,999.5,3.5999999999999996,130.0,23.0
2020-12-29 07:00:00,2.0,27.09777,38.47580333333333,869.2359999999999,80.44024333333333,3.3200000000000003,87.5,1000.5,2.05,25.0,23.0
2020-12-29 08:00:00,2.0,26.075564999999997,36.756875,453.28495,75.03599,1.83,100.0,1002.0,0.75,0.0,30.0
2020-12-29 09:00:00,2.0,26.075564999999997,36.756875,453.28495,75.03599,1.83,100.0,1002.0,0.75,0.0,30.0
2020-12-29 10:00:00,2.0,25.30726260869566,40.75660086956522,400.00333043478264,44.82685,8.967619047619047,66.0,1002.0,4.599999999999999,170.0,53.78260869565217
2020-12-29 11:00:00,2.0,26.41521,40.249875,417.37135,56.858425,10.89,72.5,1003.0,5.1,150.0,58.0
2020-12-29 12:00:00,2.0,26.943820000000002,40.68002,499.23535000000004,63.37497,12.0,54.5,1003.0,6.7,140.0,30.5
2020-12-29 13:00:00,2.0,28.933669999999996,40.300243333333334,720.3760666666667,73.72452333333332,12.0,59.666666666666664,1003.0,5.166666666666667,143.33333333333334,32.0
2020-12-29 14:00:00,2.0,29.522399999999994,39.73712333333334,766.1266999999999,72.99593,12.0,38.0,1003.0,3.766666666666666,100.0,32.333333333333336
2020-12-29 15:00:00,2.0,29.561533333333333,39.38959333333334,774.5091333333334,71.79542666666667,11.0,51.5,1003.5,3.3499999999999996,195.0,20.333333333333332
2020-12-29 16:00:00,2.0,29.241410000000002,38.31299,602.42895,70.8344,10.0,53.0,1004.0,5.7,160.0,14.0
2020-12-29 17:00:00,2.0,27.665783333333337,39.45699333333333,538.7425666666667,68.62803,9.0,57.0,1004.0,6.7,150.0,20.333333333333332
2020-12-29 18:00:00,2.0,28.8198,39.13787666666667,904.4056999999999,69.31179666666667,10.0,70.33333333333333,1004.0,4.8,143.33333333333334,31.0
2020-12-29 19:00:00,2.0,28.80241,39.14053333333334,1025.7646666666667,67.88026666666667,9.0,64.0,1004.0,5.133333333333334,120.0,34.333333333333336
2020-12-29 20:00:00,2.0,28.66784,39.13999,1031.5016666666668,67.26971000000002,9.0,58.333333333333336,1004.0,3.766666666666666,83.33333333333333,37.0
2020-12-29 21:00:00,2.0,28.59186,39.30927333333333,1028.2938333333334,67.04465,7.873333333333332,74.0,1004.3333333333334,3.3000000000000003,46.666666666666664,36.666666666666664
2020-12-29 22:00:00,2.0,28.479470000000003,39.30839,967.9412666666667,69.39078,6.286666666666666,100.0,1004.6666666666666,4.133333333333334,80.0,36.0
2020-12-29 23:00:00,2.0,27.69346,39.334849999999996,773.7344333333334,66.53116333333334,5.78,100.0,1004.0,1.0,0.0,44.0
2020-12-30 00:00:00,3.0,27.12104666666667,39.48086,715.6765,65.47619000000002,5.420000000000001,100.0,1003.6666666666666,1.1666666666666667,63.333333333333336,82.0
2020-12-30 01:00:00,3.0,26.720853333333334,39.617956666666664,673.969,65.258,5.0,100.0,1003.0,1.8,105.0,59.0
2020-12-30 02:00:00,3.0,26.536873333333332,39.70082,642.2792666666668,62.45666333333333,5.0,100.0,1002.5,1.55,10.0,56.333333333333336
2020-12-30 03:00:00,3.0,26.35934,39.67606,607.3691333333333,65.09095333333333,5.0,100.0,1002.0,1.0,0.0,47.666666666666664
2020-12-30 04:00:00,3.0,26.270743333333332,39.57843666666667,574.2696333333333,61.36929333333333,5.0,55.0,1001.5,0.9450000000000001,0.0,36.333333333333336
